 # sweep    Energy    eta
        1511  -721.96504079444685        8.5910225021247677E-002
        1512  -723.51794759333143        8.5592626677851599E-002
        1513  -723.68825377599887        9.0986417311583773E-002
        1514  -724.48045534020662        8.7354059258057407E-002
        1515  -720.91046812496074        9.1155067228410019E-002
        1516  -721.03676973455765        8.7515976336052195E-002
        1517  -719.72471716138205        9.1324029750076488E-002
        1518  -720.35081667717168        8.2175594535275315E-002
        1519  -718.03510039597336        8.4960942939258224E-002
        1520  -713.39103910284598        8.2327908046579537E-002
        1521  -714.47811479725351        8.0518577220014473E-002
        1522  -714.45338038756688        8.3247760888463251E-002
        1523  -716.34461235907338        8.6069450457454399E-002
        1524  -721.02877556267072        9.0650042173739537E-002
        1525  -719.06562077084561        9.8163651824416345E-002
        1526  -718.92910277502585        9.5121450178523151E-002
        1527  -717.59082201375668        8.8003509564821211E-002
        1528  -714.93002237948178        8.7678172634974794E-002
        1529  -719.86059996889060        9.1493283642317610E-002
        1530  -717.69114757871080        8.8657804186207972E-002
        1531  -723.20068667733483        8.5118408982406080E-002
        1532  -724.45544264353202        8.4022140121817662E-002
        1533  -726.62658200495946        8.6870077337374660E-002
        1534  -729.45978908576001        8.8986770813896776E-002
        1535  -730.86433185339649        9.2858822416219594E-002
        1536  -733.09324062946848        8.5910194297362547E-002
        1537  -735.84101760002306        7.8748991510173616E-002
        1538  -738.87231029050952        8.6870072159514714E-002
        1539  -734.05644468197704        8.6548925392622461E-002
        1540  -729.68677317681568        7.9334479996252510E-002
        1541  -731.62010454447784        8.5910189176716084E-002
        1542  -729.79918223084110        8.2480484208035124E-002
        1543  -733.00680484237978        8.2175565146997864E-002
        1544  -730.17895426703967        8.1871773329995082E-002
        1545  -730.59181243732758        8.3093715855881420E-002
        1546  -733.33317707083995        7.7590931490999826E-002
        1547  -733.02708512650850        8.0220882371357993E-002
        1548  -729.88938774572057        7.9924316749039881E-002
        1549  -726.89776219006478        8.8986754901823603E-002
        1550  -725.41635228017503        8.6228955582078992E-002
        1551  -726.76765812936731        8.8330027359177249E-002
        1552  -723.91990884254039        8.6388787198891953E-002
        1553  -722.23398456269331        7.7018301212113144E-002
        1554  -723.77311633396607        7.8894944364108543E-002
        1555  -722.20449981292268        8.1569094865965378E-002
        1556  -725.19045961690267        8.1267545086584153E-002
        1557  -724.24228784622085        8.0967110095464270E-002
        1558  -724.33291012919528        8.4490204882623696E-002
        1559  -721.40355682938343        8.2633352985567871E-002
        1560  -716.82419184125445        8.0072452715598083E-002
        1561  -712.96723982094602        8.8330016829418059E-002
        1562  -717.84111341102141        8.6388776900546610E-002
        1563  -718.63877515606691        7.9924302457459601E-002
        1564  -714.22814061790655        8.1871753810245487E-002
        1565  -712.11677943829773        8.0817299722851940E-002
        1566  -709.94144734527777        8.7515913739770385E-002
        1567  -713.77338748413513        8.4022105065056224E-002
        1568  -716.71874998894612        9.0147777489229197E-002
        1569  -715.48941534325672        9.1493240014930602E-002
        1570  -711.65911271254652        9.6362484271528284E-002
        1571  -712.47292061685607        9.0818014463104946E-002
        1572  -714.71852611479790        8.0220858463675521E-002
        1573  -710.62024864565353        8.1418160957964614E-002
        1574  -715.75402307455533        8.0369548846769709E-002
        1575  -716.32201351343929        8.4646793417664984E-002
        1576  -718.20710991758403        8.3556598653902095E-002
        1577  -725.75799432824124        8.4022095048841353E-002
        1578  -726.74810811623286        8.6069394025943630E-002
        1579  -728.18650817981097        8.2633333284243576E-002
        1580  -728.44060496163524        8.3093686139258147E-002
        1581  -727.69718626504653        7.7590903742325260E-002
        1582  -731.36046201726583        7.4493321131465132E-002
        1583  -733.83347374631808        7.9187666817417443E-002
        1584  -730.11395591050552        8.3402011962273592E-002
        1585  -728.08154653355939        8.6228929883851418E-002
        1586  -728.86319126223850        8.7515903307061077E-002
        1587  -728.27891882146628        8.6388756303859587E-002
        1588  -727.30790786528360        8.6069388895808133E-002
        1589  -728.74547608769149        8.8986717773663876E-002
        1590  -726.93847178505519        7.7878801763640565E-002
        1591  -724.09520887127064        7.5465250367556427E-002
        1592  -722.64861558563064        8.0220844119069462E-002
        1593  -718.81509392149326        8.1418146399264202E-002
        1594  -717.05716829207074        8.4177821037591138E-002
        1595  -721.38549117221498        8.3093666328181923E-002
        1596  -724.22704937487470        8.0518500431551954E-002
        1597  -724.69362896171060        7.7304042360312145E-002
        1598  -724.42899130204910        7.8457811149492337E-002
        1599  -717.91397284645814        7.6026315603268224E-002
        1600  -721.72980217837323        7.6449860558471874E-002
        1601  -721.87453230583640        8.2023474815009503E-002
        1602  -721.11083049743775        7.6591565914123041E-002
        1603  -720.50319515773288        8.1418136693465398E-002
        1604  -726.59456001860394        8.4177811002813505E-002
        1605  -735.04050607820693        8.9482444195856312E-002
        1606  -737.01408258216179        8.9980953659555982E-002
        1607  -735.62025487477047        9.0482240334893438E-002
        1608  -734.26819428655892        8.2175506370474355E-002
        1609  -735.15017193498113        7.8167758701008783E-002
        1610  -736.54291428958004        8.1569046247010585E-002
        1611  -732.73234907944902        8.2023469926029546E-002
        1612  -731.89154769122410        8.2480425213416572E-002
        1613  -731.43524424554448        8.6870010025219324E-002
        1614  -731.16778098511406        8.4177811002813477E-002
        1615  -731.18269106367325        8.4646768190958413E-002
        1616  -727.50617393908863        7.9776393021998127E-002
        1617  -732.44458996571734        7.8023137163180420E-002
        1618  -733.64652976565139        8.2939921269235453E-002
        1619  -732.34342156131095        8.5751176589506553E-002
        1620  -734.29539079402139        7.9334413794431041E-002
        1621  -735.21560852608548        8.2786465613397545E-002
        1622  -730.84255247945759        7.8748921103119998E-002
        1623  -725.18271781540147        7.8457797120143655E-002
        1624  -724.84878675759262        7.7447312538941535E-002
        1625  -725.33223296956237        7.5047133477781455E-002
        1626  -724.35098866851729        8.0518481234447742E-002
        1627  -720.11713430361840        8.6388720259669136E-002
        1628  -716.26775886782116        9.0147723756982601E-002
        1629  -723.63869930602073        8.7353944710563666E-002
        1630  -725.27760054339842        8.3866602160410114E-002
        1631  -721.89632864617761        8.3556558811020490E-002
        1632  -721.89197571842885        8.8003415147349093E-002
        1633  -726.51674157427374        8.1418117281871219E-002
        1634  -727.26861354058860        8.7353944710563666E-002
        1635  -726.76874590880959        8.6228883627061187E-002
        1636  -725.65274842988924        9.4244652000194495E-002
        1637  -724.66973508697811        9.3030843160250593E-002
        1638  -725.63843802545034        9.2686920866191555E-002
        1639  -733.34528338309315        8.8166525343263719E-002
        1640  -730.23553391756855        9.0314808328173832E-002
        1641  -728.47930323531079       0.10434950014722592     
        1642  -729.76804042967501        9.3030837615180384E-002
        1643  -726.37385706770647        8.4490129342527670E-002
        1644  -723.71204140664281        8.5751151033668288E-002
        1645  -726.77941825234882        9.9076662100618038E-002
        1646  -722.81710216491774        9.8710389241425930E-002
        1647  -719.92592186286606        9.3896225631032823E-002
        1648  -721.03375396787919        9.0986276308152828E-002
        1649  -720.84914631960100        9.2344253493340342E-002
        1650  -717.74537702382861        9.4594331828191339E-002
        1651  -721.49588422523220        9.2515420257910250E-002
        1652  -716.99566608790485        8.7192301428924868E-002
        1653  -723.77068826905543        8.9316846281357623E-002
        1654  -725.48084573813014        8.8166504322728517E-002
        1655  -728.94707666192733        8.4646722782905665E-002
        1656  -724.65403870533305        8.2786431072199657E-002
        1657  -728.71786175843022        8.1720196546100118E-002
        1658  -725.30138696457823        8.1418088164488686E-002
        1659  -725.02815953728975        8.8166499067595508E-002
        1660  -726.20515897556118        8.3866567168544223E-002
        1661  -732.69813992153820        8.5910076522571072E-002
        1662  -735.54531546802446        8.2480376051266777E-002
        1663  -729.18178274092304        8.4490109198513477E-002
        1664  -729.37650129667827        8.3401932423954744E-002
        1665  -729.91361770797414        8.3093606894981575E-002
        1666  -725.57820267026943        8.1267448208178703E-002
        1667  -723.41538569611532        7.3806679445889173E-002
        1668  -723.88073486705775        7.9924211944177315E-002
        1669  -723.34518004180836        7.9628743071823299E-002
        1670  -726.64744594754825        8.3866562169707407E-002
        1671  -725.60912967012405        9.0817917025998313E-002
        1672  -723.49848806991395        8.6388673917160722E-002
        1673  -722.77901486516123        8.2939866889603295E-002
        1674  -720.46346210511774        8.2633249553667854E-002
        1675  -728.47245314647989        8.3093601942216794E-002
        1676  -729.50277316012455        8.4333780354293120E-002
        1677  -728.44173140992177        8.2480366218840306E-002
        1678  -732.88145823841603        7.9924207180323184E-002
        1679  -731.39469162077546        8.1117082131348661E-002
        1680  -726.67618304200948        8.5434110211407649E-002
        1681  -728.12910697113955        8.2023411258293058E-002
        1682  -726.76285427335631        8.0967003923185440E-002
        1683  -729.01368497570695        8.4490094090505993E-002
        1684  -723.66113142393647        8.1117082131348675E-002
        1685  -722.53326127124888        8.8657661507065708E-002
        1686  -720.54222796949330        8.5118271999297876E-002
        1687  -715.19264773033967        8.4803601397829567E-002
        1688  -716.66660721188941        8.1418073605801319E-002
        1689  -718.02017539205713        9.1493136399969893E-002
        1690  -720.84295994725267        8.5434110211407677E-002
        1691  -719.56351903081293        8.2023411258293086E-002
        1692  -718.28390591868163        8.6388673917160749E-002
        1693  -720.37189865386119        8.5276044883616606E-002
        1694  -721.41696746672312        8.0369462619644561E-002
        1695  -720.82093436033108        8.8657656222657463E-002
        1696  -723.53801352633263        9.6006125185575608E-002
        1697  -727.34981502273581        9.2173370448003486E-002
        1698  -721.64421037113220        9.3549065104704246E-002
        1699  -721.45914813914237        9.9444246626066810E-002
        1700  -723.09029434126762        9.5474235268524665E-002
        1701  -722.57551961290653        9.2515381657476997E-002
        1702  -717.40893832303811        8.8821984317874095E-002
        1703  -720.16330404042833        8.3711377071728071E-002
        1704  -727.06063666476666        7.9628724086853786E-002
        1705  -727.27467326523526        7.5745184483911099E-002
        1706  -729.25652157018828        8.0518418843890785E-002
        1707  -723.34468166587374        8.0220753269957451E-002
        1708  -730.01269779252982        8.3711372082141314E-002
        1709  -731.33081548087591        8.0369448248466008E-002
        1710  -732.22932198729916        8.0817188929939665E-002
        1711  -732.06999390027306        8.4333760247555442E-002
        1712  -733.69780094472026        8.3247597144168087E-002
        1713  -725.56186195531814        8.6869922001710412E-002
        1714  -724.78927511511426        8.3401902597104755E-002
        1715  -718.55685824373154        8.3866537175527903E-002
        1716  -714.54338544969823        8.5910045798738982E-002
        1717  -720.61450581342660        8.6388653320498276E-002
        1718  -727.62535772697947        8.3711372082141300E-002
        1719  -725.66856672839720        8.1117062791531511E-002
        1720  -727.07155735898345        8.0072328625751546E-002
        1721  -731.70196061960382        8.8329879942662864E-002
        1722  -732.85413809700731        8.5592437914489672E-002
        1723  -735.40631446838529        8.7678000176275264E-002
        1724  -734.40231842514299        8.4177720689868521E-002
        1725  -735.04740857034790        8.6228811672103500E-002
        1726  -737.28422928673376        8.2786386662109204E-002
        1727  -741.99383898194515        9.0482143258033207E-002
        1728  -739.79010500675554        8.9316793044384529E-002
        1729  -736.11607435650762        8.8986601085262892E-002
        1730  -737.10877559056951        9.0314732963656302E-002
        1731  -732.57789529139222        9.5121257409589932E-002
        1732  -730.76369060698710        9.2173342978202524E-002
        1733  -726.59975431999862        8.5276009303685438E-002
        1734  -728.83408633083059        8.1117048286671656E-002
        1735  -725.53418280111418        8.4646667284207569E-002
        1736  -727.63467215199637        8.5910025316190380E-002
        1737  -733.14140718587760        9.0482132471721835E-002
        1738  -735.49825714307349        8.8493595225739533E-002
        1739  -738.45189052540559        9.3203199238323362E-002
        1740  -736.77911264518525        8.3093562320109227E-002
        1741  -731.09708985923180        8.5118236485194690E-002
        1742  -727.31480673462738        8.4021969846256372E-002
        1743  -729.68038854415613        8.6869901290309498E-002
        1744  -723.76560595708463        8.4177705637720437E-002
        1745  -723.49457463140891        8.0817164844544070E-002
        1746  -728.94424926629006        8.2023367257518243E-002
        1747  -726.39415393324816        8.5592422609370472E-002
        1748  -727.44357869809096        8.0667636718107574E-002
        1749  -728.62305789488460        9.2344176435322514E-002
        1750  -729.65536128083977        9.9076573519218891E-002
        1751  -728.75127218003900        9.4244550886706663E-002
        1752  -730.17247754037317        8.9648188833600539E-002
        1753  -729.76925930555944        9.0986194960119018E-002
        1754  -733.89473535091361        9.1493081865827192E-002
        1755  -725.07499887996573        9.1154844464800697E-002
        1756  -722.90636099623430        8.9151522942436806E-002
        1757  -722.12783870595877        9.6540926489199597E-002
        1758  -727.43486837146440        9.1832568850357538E-002
        1759  -726.44649789009134        9.1493076412414720E-002
        1760  -728.81424181738112        9.7258695692472683E-002
        1761  -725.03565879666075        9.3375935858505177E-002
        1762  -723.47592106034438        8.5592412405959203E-002
        1763  -723.78623127568596        8.2175393715588657E-002
        1764  -721.19148186818870        8.4960735312772095E-002
        1765  -714.45051985815689        8.8657603378592159E-002
        1766  -716.28849430703644        9.4244539651881384E-002
        1767  -714.50504853471671        9.7438965923915072E-002
        1768  -714.99859949713721        9.9813183028951258E-002
        1769  -720.88435439329919        9.9444187352694516E-002
        1770  -722.13690969886329        9.4594235977793609E-002
        1771  -717.37479681353955        8.9151507000903657E-002
        1772  -718.35746558625931        8.8821926081662117E-002
        1773  -720.39612864617482        9.2686804850273294E-002
        1774  -721.35688213428909        8.4960725184663799E-002
        1775  -717.93940793811021        8.3093532603540979E-002
        1776  -718.68641321209316        8.4333709980732224E-002
        1777  -716.42185126036429        8.3247547524748333E-002
        1778  -715.51980128408286        8.6069229861759147E-002
        1779  -715.38203551986328        8.8986553349142974E-002
        1780  -713.77278874108720        9.1154817298544105E-002
        1781  -716.87444649577628        8.9980803487763453E-002
        1782  -719.74050294458618        9.3030710078657111E-002
        1783  -723.30347877679833        9.0986162420925817E-002
        1784  -721.76898310824834        8.8166399220127714E-002
        1785  -721.96041230716526        9.2002754267613215E-002
        1786  -720.14635846718943        8.6709133029173519E-002
        1787  -720.29270187454995        8.2480277727055046E-002
        1788  -723.02280807365969        8.3711302227958084E-002
        1789  -720.45068139701004        8.1116995102207753E-002
        1790  -723.77559064650120        8.3866462193034036E-002
        1791  -720.77086679270667        8.2786317579793642E-002
        1792  -725.40000090869626        8.4803505358801698E-002
        1793  -720.89490152833287        8.3711292248793812E-002
        1794  -720.02841761910554        8.4960689736294240E-002
        1795  -718.16772238934300        8.7840439166725071E-002
        1796  -721.52224520005018        9.0817797936343314E-002
        1797  -720.32141672798957        8.9648124712242011E-002
        1798  -722.93884399259639        8.8493516106335240E-002
        1799  -716.84613954429449        8.7353778096295520E-002
        1800  -718.76245079976763        8.6228719158674708E-002
        1801  -722.11564190237652        9.3375863505219814E-002
        1802  -722.30730521461464        8.8821867845488289E-002
        1803  -726.92741441568819        9.1832492219322437E-002
        1804  -727.27344185186098        8.9814277946724752E-002
        1805  -722.42016795745781        8.9482246854009767E-002
        1806  -724.53424163632815        8.6709091683046788E-002
        1807  -728.68996046718439        8.6388540038942682E-002
        1808  -724.25274811526015        8.6869813266910734E-002
        1809  -723.53402697068600        8.0369342859901979E-002
        1810  -725.14884858175378        8.7030827572433592E-002
        1811  -726.75034860724861        8.4333644633906746E-002
        1812  -725.86433362286198        9.2173233099080668E-002
        1813  -726.60643037592718        8.3711257321728225E-002
        1814  -727.96905315092977        8.1871524453536931E-002
        1815  -725.70638694669481        8.0817073320106236E-002
        1816  -726.96375886902376        8.8329764115574222E-002
        1817  -726.12317457092206        8.8003221067308027E-002
        1818  -727.73778537567478        9.1832475798394694E-002
        1819  -731.35699157868135        8.7353752062844861E-002
        1820  -731.59716348766619        8.4646561332248654E-002
        1821  -727.29339631026710        8.4333634580553526E-002
        1822  -728.95644814580601        8.3247473095674110E-002
        1823  -729.02006792840439        8.8493479183970838E-002
        1824  -722.61317837294382        8.4960644159840906E-002
        1825  -726.57373686907260        8.7840392045454171E-002
        1826  -726.88873864365405        8.2023264589135447E-002
        1827  -720.90694838394916        8.9648081964695203E-002
        1828  -722.43200407743166        8.6869787377692798E-002
        1829  -727.61744781111167        8.1116937082832366E-002
        1830  -727.72720441752472        8.7840386809758947E-002
        1831  -724.66930012295950        8.8329748320982976E-002
        1832  -726.32357358964236        7.9481266905241141E-002
        1833  -728.00985933428103        8.6069142649663463E-002
        1834  -729.16707078115451        8.6548636504899037E-002
        1835  -730.99490584269120        9.0314598384317116E-002
        1836  -730.83482243981007        8.5118109649232915E-002
        1837  -724.36955976859167        8.1720026064662873E-002
        1838  -724.82067858302435        8.5275882232624028E-002
        1839  -728.56724998028039        9.0649712581361272E-002
        1840  -724.66590176472573        8.4646541150938143E-002
        1841  -722.59119286938846        8.5909897300372184E-002
        1842  -717.74289914766007        8.6388503994842492E-002
        1843  -716.31674606497324        8.4489932938594192E-002
        1844  -718.99478266488211        9.0649712581361272E-002
        1845  -717.43993830827287        8.3093438501144812E-002
        1846  -716.43663914996705        8.6709055505202054E-002
        1847  -719.35401579435995        8.0966849491028448E-002
        1848  -717.30053551928279        8.7677859073955283E-002
        1849  -718.43571702716429        8.6548626187498201E-002
        1850  -720.80357234068674        8.6228667762368275E-002
        1851  -716.98736507404260        8.3556344655857623E-002
        1852  -722.38659475133045        7.6591351349408809E-002
        1853  -722.34854016387555        7.3533672850520676E-002
        1854  -722.82245124772339        7.8167544379873999E-002
        1855  -722.39818362323956        8.7030786072910996E-002
        1856  -721.33632673966474        9.0817727565256995E-002
        1857  -721.85013382775628        9.1323675933898840E-002
        1858  -724.35431120266890        9.7078620103847046E-002
        1859  -724.48779326159558        8.9814224413259355E-002
        1860  -727.19700412838381        8.9482193518450270E-002
        1861  -726.70697448049725        9.2515199684222699E-002
        1862  -725.40765753439757        9.3895996168614965E-002
        1863  -728.72072058466517        8.6069122129183190E-002
        1864  -729.23808484244080        9.2344033327745656E-002
        1865  -725.43596422680525        7.8603008816596376E-002
        1866  -726.85770345516198        8.8329721996670524E-002
        1867  -721.28208491536293        9.3030604722530608E-002
        1868  -724.68702448798683        8.9316638657341990E-002
        1869  -727.60055973934925        8.7353715616026895E-002
        1870  -728.88551398034576        8.6228657483110663E-002
        1871  -725.62688387371747        8.8329721996670538E-002
        1872  -727.02756158786769        8.1720006581092713E-002
        1873  -723.54697766993581        7.8457582003778698E-002
        1874  -727.59587270458928        7.9628567461027949E-002
        1875  -724.78640749051920        8.3093418690127652E-002
        1876  -721.31183760763076        8.0518260468078667E-002
        1877  -720.88611873216792        7.9481238480530153E-002
        1878  -725.13147146794165        7.6308189961537112E-002
        1879  -728.51135547657202        8.4177560133761140E-002
        1880  -728.37576019830249        8.7840350159901229E-002
        1881  -726.70309960362522        8.1267254451714371E-002
        1882  -723.63396220137531        8.4803409319882658E-002
        1883  -727.11998178385033        8.4489902722644991E-002
        1884  -726.86598903632478        8.2633057466197146E-002
        1885  -727.94304768014115        8.2327574362707129E-002
        1886  -727.84271289348317        8.0518250869554650E-002
        1887  -726.02417574335664        8.8003163367918927E-002
        1888  -724.52059101510667        9.0986037687459845E-002
        1889  -724.95825640013163        9.3203021467498245E-002
        1890  -729.87361309919049        8.8657455415376812E-002
        1891  -727.28421642440424        8.5118074135197536E-002
        1892  -730.86630738543988        8.0220581135080044E-002
        1893  -726.64772302483516        7.9924016626391231E-002
        1894  -729.05124274698881        8.1871461014560803E-002
        1895  -726.22662559744867        8.2327569455601435E-002
        1896  -733.30836305361481        8.3556314773785528E-002
        1897  -733.68535496649451        8.7192072758313949E-002
        1898  -733.37866678559669        8.3711192457216546E-002
        1899  -732.82476333659349        8.5750915920313350E-002
        1900  -731.95172099415038        8.7840339688516123E-002
        1901  -733.59419977197160        8.8329700937226252E-002
        1902  -730.86986685659565        8.5592264456632261E-002
        1903  -734.21176493087717        8.3711192457216532E-002
        1904  -732.28598564050583        7.3261802726057632E-002
        1905  -731.27729245676892        7.7160775066458243E-002
        1906  -728.98663686542727        7.9776145760115783E-002
        1907  -729.43213270406511        8.0220581135080016E-002
        1908  -726.10936619435347        8.5275841569924363E-002
        1909  -730.10047372207282        9.3203015912165385E-002
        1910  -724.58350387909468        8.5433906520858791E-002
        1911  -721.42146055032072        8.5909861455977260E-002
        1912  -728.37590981654193        8.8003158122521713E-002
        1913  -730.58440163662203        8.9316612038913334E-002
        1914  -728.01208030466034        9.2344005807083226E-002
        1915  -730.76889262222471        9.1154676034140375E-002
        1916  -735.05195009737292        8.5118063988332937E-002
        1917  -732.84589272259018        8.3247413552462582E-002
        1918  -735.81112811641049        8.0667482856947637E-002
        1919  -736.30334716719244        8.0369266213760379E-002
        1920  -737.05127308096598        7.5745008408287906E-002
        1921  -737.38747376480501        7.9040875630941004E-002
        1922  -735.94830329096078        7.9481214793278687E-002
        1923  -734.02292767669064        7.9924007098706465E-002
        1924  -733.83703469267300        8.7353679169224110E-002
        1925  -728.52062613717794        8.4646490697682958E-002
        1926  -730.75133824381874        8.5118058914901082E-002
        1927  -724.77187333451013        8.8003142386332139E-002
        1928  -721.87057951825875        8.5275826321416934E-002
        1929  -721.85292464892939        8.1871446374803966E-002
        1930  -725.64286614555101        7.9334158445066069E-002
        1931  -725.91840073238325        8.0518226873249416E-002
        1932  -722.32631760993274        8.4021789554861739E-002
        1933  -722.39974828699394        8.6069081088237326E-002
        1934  -726.75229514467344        8.1116869393613442E-002
        1935  -724.53484936305836        8.3866332223536788E-002
        1936  -725.87587224118488        8.6708988317816135E-002
        1937  -730.24192473337871        9.3895940202256611E-002
        1938  -730.02622549755495        9.5297344345278673E-002
        1939  -731.12540558402043        9.5828248797526161E-002
        1940  -726.37399916813092        9.2858423910241503E-002
        1941  -729.21424006258712        9.2515139026550772E-002
        1942  -728.56026033419619        8.8003121404750473E-002
        1943  -727.61847688255841        8.9316574773126531E-002
        1944  -724.32424436389840        9.0649631534238662E-002
        1945  -723.41904284066970        9.3722208105706528E-002
        1946  -723.13749304769385       0.10055507125857811     
        1947  -722.33386981267347        9.2173117726143616E-002
        1948  -721.79300144460910        8.7677780683875550E-002
        1949  -729.88649272483769        8.8986378316922202E-002
        1950  -728.90300721969629        8.9482124182270376E-002
        1951  -725.06595034909242        9.1662463308553890E-002
        1952  -725.10008226815603        8.4803358773126697E-002
        1953  -729.86175668260557        8.3711147551045431E-002
        1954  -725.18030918734064        8.4960542878920811E-002
        1955  -724.60063425506769        8.4646455380422203E-002
        1956  -721.57879805477819        8.6708967644784765E-002
        1957  -725.65233030911668        8.4021759506333532E-002
        1958  -726.18349955343592        8.5275790741576957E-002
        1959  -729.96029750292485        8.4177494907929876E-002
        1960  -730.00156660802406        8.3093344398855185E-002
        1961  -729.75640782452808        8.1267191480962814E-002
        1962  -726.38968753840481        9.0481895173196825E-002
        1963  -724.99635823870733        9.0147395990972157E-002
        1964  -726.12746297212925        8.9814133406441371E-002
        1965  -727.57734831620030        8.5433845413788775E-002
        1966  -726.69660240350731        8.8329632494066834E-002
        1967  -729.24400349270275        8.3247354009293645E-002
        1968  -734.17548475956301        8.4489827182819027E-002
        1969  -740.82798216359095        8.4960522622751306E-002
        1970  -740.73339555834650        8.7840266388855129E-002
        1971  -741.67047888819695        8.9980599683588597E-002
        1972  -737.94912246073886        8.6388395862632084E-002
        1973  -742.69929941299245        8.4489827182819013E-002
        1974  -745.35958816790367        8.6548523013557158E-002
        1975  -742.60018006865539        8.3093334493357207E-002
        1976  -736.92399600390627        7.9776083944764820E-002
        1977  -734.43602758007455        8.5592198134603073E-002
        1978  -740.17624575686500        8.2175187998369606E-002
        1979  -740.12508508104634        8.3401659011562185E-002
        1980  -739.44431735171111        8.2327500756152500E-002
        1981  -738.39459048619688        8.3556245048992020E-002
        1982  -734.61938826771313        8.0966743319091289E-002
        1983  -733.09256401883624        8.4489822146833038E-002
        1984  -729.04245419329925        8.0369203938824102E-002
        1985  -730.66015259267647        7.6449550698958507E-002
        1986  -730.57614133009974        8.0518174081403257E-002
        1987  -735.33571419615441        7.9481153206458044E-002
        1988  -732.65377829579052        7.4217606587290957E-002
        1989  -730.78053247219873        7.6026007460428147E-002
        1990  -729.79231284025411        7.7160701480243815E-002
        1991  -731.09003910993147        8.5909779525987856E-002
        1992  -724.29772369423267        8.4803318335743755E-002
        1993  -725.99102119904876        8.6069014396742069E-002
        1994  -725.41922607582478        8.3401639127059543E-002
        1995  -727.28451291866952        8.5433819952522513E-002
        1996  -730.67083895719020        8.0518159683633059E-002
        1997  -728.31303274758136        8.0966728841110669E-002
        1998  -730.54142477365497        8.6069009266629179E-002
        1999  -727.99598115707568        9.0649577502863857E-002
        2000  -727.18411801122488        9.2002529432436836E-002
        2001  -730.33514541269176        9.5120962587271207E-002
        2002  -728.84128381818891        9.1323545294425823E-002
        2003  -728.37815580372398        8.9316516212635852E-002
        2004  -726.32938701616604        8.7353595862303512E-002
        2005  -729.32492417538788        8.8657355011906927E-002
        2006  -729.16933249676345        8.4333483780398247E-002
        2007  -728.37037591035551        8.3247324237725184E-002
        2008  -731.10904776469067        8.1417787285478632E-002
        2009  -735.03531391356933        7.7446994020447274E-002
        2010  -733.19855680932938        7.6449527915220347E-002
        2011  -737.24799596996002        7.8312312224630892E-002
        2012  -735.61043699873403        7.8748592537702514E-002
        2013  -735.11868515768197        7.7734362703682794E-002
        2014  -729.78823187586727        8.1871363416231829E-002
        2015  -729.59017198146887        8.6228534132114801E-002
        2016  -726.14195341739048        8.8329595640079930E-002
        2017  -725.10246834824329        8.7191968817325272E-002
        2018  -724.26901177116940        9.2686545196125111E-002
        2019  -727.36125185389460        9.3202904805578371E-002
        2020  -727.38995518369495        9.4593965341900565E-002
        2021  -729.22541964745756        8.9980562140764664E-002
        2022  -731.44941335688338        8.0966709537140510E-002
        2023  -725.38770235724485        8.1417777579722600E-002
        2024  -722.80816012745368        8.3401619242561564E-002
        2025  -721.38200989234849        8.1568691329518619E-002
        2026  -728.21488333119839        8.7515496432369028E-002
        2027  -726.96667526075373        8.9647916318143561E-002
        2028  -724.55602878914249        9.0147347632153416E-002
        2029  -728.42868609661843        8.8986309364929739E-002
        2030  -732.43473265857256        8.5433799583514922E-002
        2031  -731.29226289660630        8.8329585110372158E-002
        2032  -731.14321950524629        9.4769296461692187E-002
        2033  -733.34507242234486        8.8493310396215052E-002
        2034  -729.12858980670808        8.5750803475023465E-002
        2035  -732.21775161424762        8.3866247243589764E-002
        2036  -734.66742515268402        8.6708900457466945E-002
        2037  -730.79205941172347        8.4803288007719121E-002
        2038  -730.63366065634295        8.6869621686880436E-002
        2039  -731.34797249130304        8.7353575035585732E-002
        2040  -730.42420881159842        8.3093289918630950E-002
        2041  -726.74866227902567        7.4769373620963961E-002
        2042  -731.72245934611431        8.4803282953049411E-002
        2043  -730.88756869776046        9.0147331512552956E-002
        2044  -734.12588932807023        8.4177429682149224E-002
        2045  -734.47864830251717        8.0816899905666012E-002
        2046  -731.71487989745242        7.6875412270772159E-002
        2047  -731.05896755750257        8.0966699885157117E-002
        2048  -726.14121312578948        8.0667377077570324E-002
        2049  -727.36587789598457        8.1116777529763831E-002
        2050  -731.08054358794016        8.4646384745944950E-002
        2051  -727.38599829707755        8.4333458647065221E-002
        2052  -724.43364699279971        8.0220466378700131E-002
        2053  -729.68952353046780        8.1417763021090744E-002
        2054  -729.87054604931393        8.0369156035059813E-002
        2055  -729.72903751470483        8.0816895088603541E-002
        2056  -729.47088026520998        7.6875407688640651E-002
        2057  -730.77732347704341        8.6388339222004465E-002
        2058  -734.35902501160842        8.1417758168214033E-002
        2059  -734.14088361622805        8.0369151244684953E-002
        2060  -734.21364002381699        8.5433774122262315E-002
        2061  -736.64006243410222        7.6166877234739472E-002
        2062  -734.78009495710353        8.2480036833231532E-002
        2063  -736.33624656293466        7.4907946212870030E-002
        2064  -735.49456729995768        8.0369146454310370E-002
        2065  -735.30247119798003        7.6449496017998234E-002
        2066  -732.67024345604364        8.1267113978566397E-002
        2067  -726.07891135034743        8.0966680581193856E-002
        2068  -727.30722901208708        8.0667357844971171E-002
        2069  -730.91811952086994        7.3943181365576233E-002
